model,package,kt,ka,st_coeff,sa_coeff,n,flow_out_reach,stream_depth,geom,icalc,elev,flow_diff,depth_diff,flow_perc_err,depth_perc_err,combined_perc_err
M165,LAK+SFR,5.50E-05,5.50E-06,,0,0.08,0.039306,0.1868,nSEG,1,GNSS,-0.020306,0.0132,1.068736842,0.066,0.567368421
M166,LAK+SFR,5.50E-05,5.50E-06,,0.25,0.03,0.040924,0.09886,nSEG,1,GNSS,-0.021924,0.10114,1.153894737,0.5057,0.829797368
M167,LAK+SFR,5.50E-05,5.50E-06,,0.25,0.035,0.040838,0.1084,nSEG,1,GNSS,-0.021838,0.0916,1.149368421,0.458,0.803684211
M168,LAK+SFR,5.50E-05,5.50E-06,,0.25,0.04,0.040764,0.1174,nSEG,1,GNSS,-0.021764,0.0826,1.145473684,0.413,0.779236842
M169,LAK+SFR,5.50E-05,5.50E-06,,0.25,0.05,0.040504,0.1334,nSEG,1,GNSS,-0.021504,0.0666,1.131789474,0.333,0.732394737
M170,LAK+SFR,5.50E-05,5.50E-06,,0.25,0.08,0.039391,0.1749,nSEG,1,GNSS,-0.020391,0.0251,1.073210526,0.1255,0.599355263
M171,LAK+SFR,5.50E-05,5.50E-06,,0.5,0.03,0.040943,0.09359,nSEG,1,GNSS,-0.021943,0.10641,1.154894737,0.53205,0.843472368
M172,LAK+SFR,5.50E-05,5.50E-06,,0.5,0.035,0.040859,0.1026,nSEG,1,GNSS,-0.021859,0.0974,1.150473684,0.487,0.818736842
M173,LAK+SFR,5.50E-05,5.50E-06,,0.5,0.04,0.040785,0.1111,nSEG,1,GNSS,-0.021785,0.0889,1.146578947,0.4445,0.795539474
M174,LAK+SFR,5.50E-05,5.50E-06,,0.5,0.05,0.040661,0.127,nSEG,1,GNSS,-0.021661,0.073,1.140052632,0.365,0.752526316
M175,LAK+SFR,5.50E-05,5.50E-06,,0.5,0.08,0.039448,0.1657,nSEG,1,GNSS,-0.020448,0.0343,1.076210526,0.1715,0.623855263
M176,LAK+SFR,5.50E-05,1.00E-05,,-0.5,0.03,0.043857,0.1361,nSEG,1,GNSS,-0.024857,0.0639,1.308263158,0.3195,0.813881579
M177,LAK+SFR,5.50E-05,1.00E-05,,-0.5,0.035,0.043409,0.1492,nSEG,1,GNSS,-0.024409,0.0508,1.284684211,0.254,0.769342105
M178,LAK+SFR,5.50E-05,1.00E-05,,-0.5,0.04,0.043231,0.1612,nSEG,1,GNSS,-0.024231,0.0388,1.275315789,0.194,0.734657895
M179,LAK+SFR,5.50E-05,1.00E-05,,-0.5,0.05,0.042465,0.1824,nSEG,1,GNSS,-0.023465,0.0176,1.235,0.088,0.6615
M180,LAK+SFR,5.50E-05,1.00E-05,,-0.5,0.08,0.041852,0.2357,nSEG,1,GNSS,-0.022852,-0.0357,1.202736842,0.1785,0.690618421
M181,LAK+SFR,5.50E-05,1.00E-05,,-0.25,0.03,0.043938,0.1205,nSEG,1,GNSS,-0.024938,0.0795,1.312526316,0.3975,0.855013158
M182,LAK+SFR,5.50E-05,1.00E-05,,-0.25,0.035,0.043855,0.1322,nSEG,1,GNSS,-0.024855,0.0678,1.308157895,0.339,0.823578947
M183,LAK+SFR,5.50E-05,1.00E-05,,-0.25,0.04,0.043781,0.1431,nSEG,1,GNSS,-0.024781,0.0569,1.304263158,0.2845,0.794381579
M184,LAK+SFR,5.50E-05,1.00E-05,,-0.25,0.05,0.04316,0.1629,nSEG,1,GNSS,-0.02416,0.0371,1.271578947,0.1855,0.728539474
M185,LAK+SFR,5.50E-05,1.00E-05,,-0.25,0.08,0.042173,0.2096,nSEG,1,GNSS,-0.023173,-0.0096,1.219631579,0.048,0.633815789
M186,LAK+SFR,5.50E-05,1.00E-05,,0,0.03,0.043985,0.1106,nSEG,1,GNSS,-0.024985,0.0894,1.315,0.447,0.881
M187,LAK+SFR,5.50E-05,1.00E-05,,0,0.035,0.043903,0.1212,nSEG,1,GNSS,-0.024903,0.0788,1.310684211,0.394,0.852342105
M188,LAK+SFR,5.50E-05,1.00E-05,,0,0.04,0.043831,0.1313,nSEG,1,GNSS,-0.024831,0.0687,1.306894737,0.3435,0.825197368
M189,LAK+SFR,5.50E-05,1.00E-05,,0,0.05,0.043563,0.1493,nSEG,1,GNSS,-0.024563,0.0507,1.292789474,0.2535,0.773144737
M190,LAK+SFR,5.50E-05,1.00E-05,,0,0.08,0.042369,0.196,nSEG,1,GNSS,-0.023369,0.004,1.229947368,0.02,0.624973684
M191,LAK+SFR,5.50E-05,1.00E-05,,0.25,0.03,0.044014,0.1034,nSEG,1,GNSS,-0.025014,0.0966,1.316526316,0.483,0.899763158
M192,LAK+SFR,5.50E-05,1.00E-05,,0.25,0.035,0.043932,0.1134,nSEG,1,GNSS,-0.024932,0.0866,1.312210526,0.433,0.872605263
M193,LAK+SFR,5.50E-05,1.00E-05,,0.25,0.04,0.043861,0.1228,nSEG,1,GNSS,-0.024861,0.0772,1.308473684,0.386,0.847236842
M194,LAK+SFR,5.50E-05,1.00E-05,,0.25,0.05,0.04374,0.1403,nSEG,1,GNSS,-0.02474,0.0597,1.302105263,0.2985,0.800302632
M195,LAK+SFR,5.50E-05,1.00E-05,,0.25,0.08,0.042364,0.1835,nSEG,1,GNSS,-0.023364,0.0165,1.229684211,0.0825,0.656092105
M196,LAK+SFR,5.50E-05,1.00E-05,,0.5,0.03,0.044031,0.09789,nSEG,1,GNSS,-0.025031,0.10211,1.317421053,0.51055,0.913985526
M197,LAK+SFR,5.50E-05,1.00E-05,,0.5,0.035,0.043951,0.1073,nSEG,1,GNSS,-0.024951,0.0927,1.313210526,0.4635,0.888355263
M198,LAK+SFR,5.50E-05,1.00E-05,,0.5,0.04,0.04388,0.1162,nSEG,1,GNSS,-0.02488,0.0838,1.309473684,0.419,0.864236842
M199,LAK+SFR,5.50E-05,1.00E-05,,0.5,0.05,0.043761,0.1328,nSEG,1,GNSS,-0.024761,0.0672,1.303210526,0.336,0.819605263
M200,LAK+SFR,5.50E-05,1.00E-05,,0.5,0.08,0.042422,0.1738,nSEG,1,GNSS,-0.023422,0.0262,1.232736842,0.131,0.681868421
M201,LAK+SFR,5.50E-05,5.50E-05,,-0.5,0.03,0.065525,0.1714,nSEG,1,GNSS,-0.046525,0.0286,2.448684211,0.143,1.295842105
M202,LAK+SFR,5.50E-05,5.50E-05,,-0.5,0.035,0.065349,0.1878,nSEG,1,GNSS,-0.046349,0.0122,2.439421053,0.061,1.250210526
M203,LAK+SFR,5.50E-05,5.50E-05,,-0.5,0.04,0.064968,0.2026,nSEG,1,GNSS,-0.045968,-0.0026,2.419368421,0.013,1.216184211
M204,LAK+SFR,5.50E-05,5.50E-05,,-0.5,0.05,0.064384,0.2301,nSEG,1,GNSS,-0.045384,-0.0301,2.388631579,0.1505,1.269565789
M205,LAK+SFR,5.50E-05,5.50E-05,,-0.5,0.08,0.063473,0.3026,nSEG,1,GNSS,-0.044473,-0.1026,2.340684211,0.513,1.426842105
M206,LAK+SFR,5.50E-05,5.50E-05,,-0.25,0.03,0.065725,0.1519,nSEG,1,GNSS,-0.046725,0.0481,2.459210526,0.2405,1.349855263
M207,LAK+SFR,5.50E-05,5.50E-05,,-0.25,0.035,0.065555,0.1665,nSEG,1,GNSS,-0.046555,0.0335,2.450263158,0.1675,1.308881579
M208,LAK+SFR,5.50E-05,5.50E-05,,-0.25,0.04,0.065407,0.1802,nSEG,1,GNSS,-0.046407,0.0198,2.442473684,0.099,1.270736842
M209,LAK+SFR,5.50E-05,5.50E-05,,-0.25,0.05,0.064911,0.205,nSEG,1,GNSS,-0.045911,-0.005,2.416368421,0.025,1.220684211
M210,LAK+SFR,5.50E-05,5.50E-05,,-0.25,0.08,0.063887,0.2689,nSEG,1,GNSS,-0.044887,-0.0689,2.362473684,0.3445,1.353486842
M211,LAK+SFR,5.50E-05,5.50E-05,,0,0.03,0.065846,0.1395,nSEG,1,GNSS,-0.046846,0.0605,2.465578947,0.3025,1.384039474
M212,LAK+SFR,5.50E-05,5.50E-05,,0,0.035,0.06569,0.1528,nSEG,1,GNSS,-0.04669,0.0472,2.457368421,0.236,1.346684211
M213,LAK+SFR,5.50E-05,5.50E-05,,0,0.04,0.065545,0.1654,nSEG,1,GNSS,-0.046545,0.0346,2.449736842,0.173,1.311368421
M214,LAK+SFR,5.50E-05,5.50E-05,,0,0.05,0.065289,0.1889,nSEG,1,GNSS,-0.046289,0.0111,2.436263158,0.0555,1.245881579
M215,LAK+SFR,5.50E-05,5.50E-05,,0,0.08,0.064131,0.2472,nSEG,1,GNSS,-0.045131,-0.0472,2.375315789,0.236,1.305657895
M216,LAK+SFR,5.50E-05,5.50E-05,,0.25,0.03,0.065928,0.1305,nSEG,1,GNSS,-0.046928,0.0695,2.469894737,0.3475,1.408697368
M217,LAK+SFR,5.50E-05,5.50E-05,,0.25,0.035,0.065779,0.143,nSEG,1,GNSS,-0.046779,0.057,2.462052632,0.285,1.373526316
M218,LAK+SFR,5.50E-05,5.50E-05,,0.25,0.04,0.065641,0.1548,nSEG,1,GNSS,-0.046641,0.0452,2.454789474,0.226,1.340394737
M219,LAK+SFR,5.50E-05,5.50E-05,,0.25,0.05,0.065393,0.1767,nSEG,1,GNSS,-0.046393,0.0233,2.441736842,0.1165,1.279118421
M220,LAK+SFR,5.50E-05,5.50E-05,,0.25,0.08,0.064292,0.2315,nSEG,1,GNSS,-0.045292,-0.0315,2.383789474,0.1575,1.270644737
M221,LAK+SFR,5.50E-05,5.50E-05,,0.5,0.03,0.06599,0.1237,nSEG,1,GNSS,-0.04699,0.0763,2.473157895,0.3815,1.427328947
M222,LAK+SFR,5.50E-05,5.50E-05,,0.5,0.035,0.065843,0.1354,nSEG,1,GNSS,-0.046843,0.0646,2.465421053,0.323,1.394210526
M223,LAK+SFR,5.50E-05,5.50E-05,,0.5,0.04,0.065712,0.1466,nSEG,1,GNSS,-0.046712,0.0534,2.458526316,0.267,1.362763158
M224,LAK+SFR,5.50E-05,5.50E-05,,0.5,0.05,0.065469,0.1674,nSEG,1,GNSS,-0.046469,0.0326,2.445736842,0.163,1.304368421
M225,LAK+SFR,5.50E-05,5.50E-05,,0.5,0.08,0.064579,0.22,nSEG,1,GNSS,-0.045579,-0.02,2.398894737,0.1,1.249447368
M226,LAK+SFR,5.50E-05,0.0001,,-0.5,0.03,0.078854,0.1913,nSEG,1,GNSS,-0.059854,0.0087,3.150210526,0.0435,1.596855263
M227,LAK+SFR,5.50E-05,0.0001,,-0.5,0.035,0.078703,0.2097,nSEG,1,GNSS,-0.059703,-0.0097,3.142263158,0.0485,1.595381579
M228,LAK+SFR,5.50E-05,0.0001,,-0.5,0.04,0.078516,0.2269,nSEG,1,GNSS,-0.059516,-0.0269,3.132421053,0.1345,1.633460526
M229,LAK+SFR,5.50E-05,0.0001,,-0.5,0.05,0.078156,0.2587,nSEG,1,GNSS,-0.059156,-0.0587,3.113473684,0.2935,1.703486842
M230,LAK+SFR,5.50E-05,0.0001,,-0.5,0.08,0.077096,0.3399,nSEG,1,GNSS,-0.058096,-0.1399,3.057684211,0.6995,1.878592105
M231,LAK+SFR,5.50E-05,0.0001,,-0.25,0.03,0.079014,0.1696,nSEG,1,GNSS,-0.060014,0.0304,3.158631579,0.152,1.655315789
M232,LAK+SFR,5.50E-05,0.0001,,-0.25,0.035,0.078875,0.1859,nSEG,1,GNSS,-0.059875,0.0141,3.151315789,0.0705,1.610907895
M233,LAK+SFR,5.50E-05,0.0001,,-0.25,0.04,0.078756,0.2013,nSEG,1,GNSS,-0.059756,-0.0013,3.145052632,0.0065,1.575776316
M234,LAK+SFR,5.50E-05,0.0001,,-0.25,0.05,0.07847,0.2296,nSEG,1,GNSS,-0.05947,-0.0296,3.13,0.148,1.639
M235,LAK+SFR,5.50E-05,0.0001,,-0.25,0.08,0.077584,0.3023,nSEG,1,GNSS,-0.058584,-0.1023,3.083368421,0.5115,1.797434211
M236,LAK+SFR,5.50E-05,0.0001,,0,0.03,0.079104,0.1556,nSEG,1,GNSS,-0.060104,0.0444,3.163368421,0.222,1.692684211
M237,LAK+SFR,5.50E-05,0.0001,,0,0.035,0.078983,0.1706,nSEG,1,GNSS,-0.059983,0.0294,3.157,0.147,1.652
M238,LAK+SFR,5.50E-05,0.0001,,0,0.04,0.078862,0.1847,nSEG,1,GNSS,-0.059862,0.0153,3.150631579,0.0765,1.613565789
M239,LAK+SFR,5.50E-05,0.0001,,0,0.05,0.078649,0.2109,nSEG,1,GNSS,-0.059649,-0.0109,3.139421053,0.0545,1.596960526
M240,LAK+SFR,5.50E-05,0.0001,,0,0.08,0.077791,0.2776,nSEG,1,GNSS,-0.058791,-0.0776,3.094263158,0.388,1.741131579
M241,LAK+SFR,5.50E-05,0.0001,,0.25,0.03,0.079313,0.1459,nSEG,1,GNSS,-0.060313,0.0541,3.174368421,0.2705,1.722434211
M242,LAK+SFR,5.50E-05,0.0001,,0.25,0.035,0.079049,0.1596,nSEG,1,GNSS,-0.060049,0.0404,3.160473684,0.202,1.681236842
M243,LAK+SFR,5.50E-05,0.0001,,0.25,0.04,0.078936,0.1728,nSEG,1,GNSS,-0.059936,0.0272,3.154526316,0.136,1.645263158
M244,LAK+SFR,5.50E-05,0.0001,,0.25,0.05,0.07874,0.1974,nSEG,1,GNSS,-0.05974,0.0026,3.144210526,0.013,1.578605263
M245,LAK+SFR,5.50E-05,0.0001,,0.25,0.08,0.078058,0.2603,nSEG,1,GNSS,-0.059058,-0.0603,3.108315789,0.3015,1.704907895
M246,LAK+SFR,5.50E-05,0.0001,,0.5,0.03,0.07934,0.1381,nSEG,1,GNSS,-0.06034,0.0619,3.175789474,0.3095,1.742644737
M247,LAK+SFR,5.50E-05,0.0001,,0.5,0.035,0.07926,0.1514,nSEG,1,GNSS,-0.06026,0.0486,3.171578947,0.243,1.707289474
M248,LAK+SFR,5.50E-05,0.0001,,0.5,0.04,0.078994,0.1636,nSEG,1,GNSS,-0.059994,0.0364,3.157578947,0.182,1.669789474
M249,LAK+SFR,5.50E-05,0.0001,,0.5,0.05,0.0788,0.1869,nSEG,1,GNSS,-0.0598,0.0131,3.147368421,0.0655,1.606434211
M250,LAK+SFR,5.50E-05,0.0001,,0.5,0.08,0.078231,0.2469,nSEG,1,GNSS,-0.059231,-0.0469,3.117421053,0.2345,1.675960526
M251,LAK+SFR,0.0001,1.00E-06,,-0.5,0.03,0.047939,0.143,nSEG,1,GNSS,-0.028939,0.057,1.523105263,0.285,0.904052632
M252,LAK+SFR,0.0001,1.00E-06,,-0.5,0.035,0.047038,0.1557,nSEG,1,GNSS,-0.028038,0.0443,1.475684211,0.2215,0.848592105
M253,LAK+SFR,0.0001,1.00E-06,,-0.5,0.04,0.046888,0.1683,nSEG,1,GNSS,-0.027888,0.0317,1.467789474,0.1585,0.813144737
M254,LAK+SFR,0.0001,1.00E-06,,-0.5,0.05,0.046591,0.1919,nSEG,1,GNSS,-0.027591,0.0081,1.452157895,0.0405,0.746328947
M255,LAK+SFR,0.0001,1.00E-06,,-0.5,0.08,0.045641,0.2528,nSEG,1,GNSS,-0.026641,-0.0528,1.402157895,0.264,0.833078947
M256,LAK+SFR,0.0001,1.00E-06,,-0.25,0.03,0.048342,0.1277,nSEG,1,GNSS,-0.029342,0.0723,1.544315789,0.3615,0.952907895
M257,LAK+SFR,0.0001,1.00E-06,,-0.25,0.035,0.047965,0.139,nSEG,1,GNSS,-0.028965,0.061,1.524473684,0.305,0.914736842
M258,LAK+SFR,0.0001,1.00E-06,,-0.25,0.04,0.047068,0.1494,nSEG,1,GNSS,-0.028068,0.0506,1.477263158,0.253,0.865131579
M259,LAK+SFR,0.0001,1.00E-06,,-0.25,0.05,0.046823,0.1703,nSEG,1,GNSS,-0.027823,0.0297,1.464368421,0.1485,0.806434211
M260,LAK+SFR,0.0001,1.00E-06,,-0.25,0.08,0.046061,0.2243,nSEG,1,GNSS,-0.027061,-0.0243,1.424263158,0.1215,0.772881579
M261,LAK+SFR,0.0001,1.00E-06,,0,0.03,0.048382,0.117,nSEG,1,GNSS,-0.029382,0.083,1.546421053,0.415,0.980710526
M262,LAK+SFR,0.0001,1.00E-06,,0,0.035,0.048297,0.1284,nSEG,1,GNSS,-0.029297,0.0716,1.541947368,0.358,0.949973684
M263,LAK+SFR,0.0001,1.00E-06,,0,0.04,0.047945,0.1381,nSEG,1,GNSS,-0.028945,0.0619,1.523421053,0.3095,0.916460526
M264,LAK+SFR,0.0001,1.00E-06,,0,0.05,0.046947,0.1564,nSEG,1,GNSS,-0.027947,0.0436,1.470894737,0.218,0.844447368
M265,LAK+SFR,0.0001,1.00E-06,,0,0.08,0.046325,0.2061,nSEG,1,GNSS,-0.027325,-0.0061,1.438157895,0.0305,0.734328947
M266,LAK+SFR,0.0001,1.00E-06,,0.25,0.03,0.048412,0.1094,nSEG,1,GNSS,-0.029412,0.0906,1.548,0.453,1.0005
M267,LAK+SFR,0.0001,1.00E-06,,0.25,0.035,0.048316,0.12,nSEG,1,GNSS,-0.029316,0.08,1.542947368,0.4,0.971473684
M268,LAK+SFR,0.0001,1.00E-06,,0.25,0.04,0.048051,0.1293,nSEG,1,GNSS,-0.029051,0.0707,1.529,0.3535,0.94125
M269,LAK+SFR,0.0001,1.00E-06,,0.25,0.05,0.047456,0.1462,nSEG,1,GNSS,-0.028456,0.0538,1.497684211,0.269,0.883342105
M270,LAK+SFR,0.0001,1.00E-06,,0.25,0.08,0.046454,0.1929,nSEG,1,GNSS,-0.027454,0.0071,1.444947368,0.0355,0.740223684
M271,LAK+SFR,0.0001,1.00E-06,,0.5,0.03,0.048434,0.1035,nSEG,1,GNSS,-0.029434,0.0965,1.549157895,0.4825,1.015828947
M272,LAK+SFR,0.0001,1.00E-06,,0.5,0.035,0.048333,0.1135,nSEG,1,GNSS,-0.029333,0.0865,1.543842105,0.4325,0.988171053
M273,LAK+SFR,0.0001,1.00E-06,,0.5,0.04,0.048253,0.123,nSEG,1,GNSS,-0.029253,0.077,1.539631579,0.385,0.962315789
M274,LAK+SFR,0.0001,1.00E-06,,0.5,0.05,0.04783,0.1396,nSEG,1,GNSS,-0.02883,0.0604,1.517368421,0.302,0.909684211
M275,LAK+SFR,0.0001,1.00E-06,,0.5,0.08,0.046543,0.1828,nSEG,1,GNSS,-0.027543,0.0172,1.449631579,0.086,0.767815789
M276,LAK+SFR,0.0001,5.50E-06,,-0.5,0.03,0.051079,0.1491,nSEG,1,GNSS,-0.032079,0.0509,1.688368421,0.2545,0.971434211
M277,LAK+SFR,0.0001,5.50E-06,,-0.5,0.035,0.049824,0.1623,nSEG,1,GNSS,-0.030824,0.0377,1.622315789,0.1885,0.905407895
M278,LAK+SFR,0.0001,5.50E-06,,-0.5,0.04,0.049803,0.1723,nSEG,1,GNSS,-0.030803,0.0277,1.621210526,0.1385,0.879855263
M279,LAK+SFR,0.0001,5.50E-06,,-0.5,0.05,0.049429,0.1965,nSEG,1,GNSS,-0.030429,0.0035,1.601526316,0.0175,0.809513158
M280,LAK+SFR,0.0001,5.50E-06,,-0.5,0.08,0.048375,0.2575,nSEG,1,GNSS,-0.029375,-0.0575,1.546052632,0.2875,0.916776316
M281,LAK+SFR,0.0001,5.50E-06,,-0.25,0.03,0.051354,0.1327,nSEG,1,GNSS,-0.032354,0.0673,1.702842105,0.3365,1.019671053
M282,LAK+SFR,0.0001,5.50E-06,,-0.25,0.035,0.051043,0.1446,nSEG,1,GNSS,-0.032043,0.0554,1.686473684,0.277,0.981736842
M283,LAK+SFR,0.0001,5.50E-06,,-0.25,0.04,0.050098,0.1557,nSEG,1,GNSS,-0.031098,0.0443,1.636736842,0.2215,0.929118421
M284,LAK+SFR,0.0001,5.50E-06,,-0.25,0.05,0.049733,0.1743,nSEG,1,GNSS,-0.030733,0.0257,1.617526316,0.1285,0.873013158
M285,LAK+SFR,0.0001,5.50E-06,,-0.25,0.08,0.048842,0.2291,nSEG,1,GNSS,-0.029842,-0.0291,1.570631579,0.1455,0.858065789
M286,LAK+SFR,0.0001,5.50E-06,,0,0.03,0.051374,0.1216,nSEG,1,GNSS,-0.032374,0.0784,1.703894737,0.392,1.047947368
M287,LAK+SFR,0.0001,5.50E-06,,0,0.035,0.051312,0.1334,nSEG,1,GNSS,-0.032312,0.0666,1.700631579,0.333,1.016815789
M288,LAK+SFR,0.0001,5.50E-06,,0,0.04,0.05102,0.1437,nSEG,1,GNSS,-0.03202,0.0563,1.685263158,0.2815,0.983381579
M289,LAK+SFR,0.0001,5.50E-06,,0,0.05,0.049736,0.1631,nSEG,1,GNSS,-0.030736,0.0369,1.617684211,0.1845,0.901092105
M290,LAK+SFR,0.0001,5.50E-06,,0,0.08,0.049124,0.2108,nSEG,1,GNSS,-0.030124,-0.0108,1.585473684,0.054,0.819736842
M291,LAK+SFR,0.0001,5.50E-06,,0.25,0.03,0.051387,0.1136,nSEG,1,GNSS,-0.032387,0.0864,1.704578947,0.432,1.068289474
M292,LAK+SFR,0.0001,5.50E-06,,0.25,0.035,0.051315,0.1247,nSEG,1,GNSS,-0.032315,0.0753,1.700789474,0.3765,1.038644737
M293,LAK+SFR,0.0001,5.50E-06,,0.25,0.04,0.051261,0.1351,nSEG,1,GNSS,-0.032261,0.0649,1.697947368,0.3245,1.011223684
M294,LAK+SFR,0.0001,5.50E-06,,0.25,0.05,0.050614,0.1525,nSEG,1,GNSS,-0.031614,0.0475,1.663894737,0.2375,0.950697368
M295,LAK+SFR,0.0001,5.50E-06,,0.25,0.08,0.049292,0.1975,nSEG,1,GNSS,-0.030292,0.0025,1.594315789,0.0125,0.803407895
M296,LAK+SFR,0.0001,5.50E-06,,0.5,0.03,0.051396,0.1075,nSEG,1,GNSS,-0.032396,0.0925,1.705052632,0.4625,1.083776316
M297,LAK+SFR,0.0001,5.50E-06,,0.5,0.035,0.051319,0.118,nSEG,1,GNSS,-0.032319,0.082,1.701,0.41,1.0555
M298,LAK+SFR,0.0001,5.50E-06,,0.5,0.04,0.051259,0.1279,nSEG,1,GNSS,-0.032259,0.0721,1.697842105,0.3605,1.029171053
M299,LAK+SFR,0.0001,5.50E-06,,0.5,0.05,0.050912,0.1453,nSEG,1,GNSS,-0.031912,0.0547,1.679578947,0.2735,0.976539474
M300,LAK+SFR,0.0001,5.50E-06,,0.5,0.08,0.049416,0.1873,nSEG,1,GNSS,-0.030416,0.0127,1.600842105,0.0635,0.832171053
M301,LAK+SFR,0.0001,1.00E-05,,-0.5,0.03,0.05345,0.1546,nSEG,1,GNSS,-0.03445,0.0454,1.813157895,0.227,1.020078947
M302,LAK+SFR,0.0001,1.00E-05,,-0.5,0.035,0.052635,0.1648,nSEG,1,GNSS,-0.033635,0.0352,1.770263158,0.176,0.973131579
M303,LAK+SFR,0.0001,1.00E-05,,-0.5,0.04,0.052448,0.1781,nSEG,1,GNSS,-0.033448,0.0219,1.760421053,0.1095,0.934960526
M304,LAK+SFR,0.0001,1.00E-05,,-0.5,0.05,0.052068,0.2028,nSEG,1,GNSS,-0.033068,-0.0028,1.740421053,0.014,0.877210526
M305,LAK+SFR,0.0001,1.00E-05,,-0.5,0.08,0.050959,0.2652,nSEG,1,GNSS,-0.031959,-0.0652,1.682052632,0.326,1.004026316
M306,LAK+SFR,0.0001,1.00E-05,,-0.25,0.03,0.053679,0.1372,nSEG,1,GNSS,-0.034679,0.0628,1.825210526,0.314,1.069605263
M307,LAK+SFR,0.0001,1.00E-05,,-0.25,0.035,0.053516,0.1504,nSEG,1,GNSS,-0.034516,0.0496,1.816631579,0.248,1.032315789
M308,LAK+SFR,0.0001,1.00E-05,,-0.25,0.04,0.052826,0.1584,nSEG,1,GNSS,-0.033826,0.0416,1.780315789,0.208,0.994157895
M309,LAK+SFR,0.0001,1.00E-05,,-0.25,0.05,0.05238,0.1802,nSEG,1,GNSS,-0.03338,0.0198,1.756842105,0.099,0.927921053
M310,LAK+SFR,0.0001,1.00E-05,,-0.25,0.08,0.051474,0.2366,nSEG,1,GNSS,-0.032474,-0.0366,1.709157895,0.183,0.946078947
M311,LAK+SFR,0.0001,1.00E-05,,0,0.03,0.054166,0.1258,nSEG,1,GNSS,-0.035166,0.0742,1.850842105,0.371,1.110921053
M312,LAK+SFR,0.0001,1.00E-05,,0,0.035,0.053632,0.138,nSEG,1,GNSS,-0.034632,0.062,1.822736842,0.31,1.066368421
M313,LAK+SFR,0.0001,1.00E-05,,0,0.04,0.053494,0.1495,nSEG,1,GNSS,-0.034494,0.0505,1.815473684,0.2525,1.033986842
M314,LAK+SFR,0.0001,1.00E-05,,0,0.05,0.052545,0.1656,nSEG,1,GNSS,-0.033545,0.0344,1.765526316,0.172,0.968763158
M315,LAK+SFR,0.0001,1.00E-05,,0,0.08,0.05175,0.2176,nSEG,1,GNSS,-0.03275,-0.0176,1.723684211,0.088,0.905842105
M316,LAK+SFR,0.0001,1.00E-05,,0.25,0.03,0.054163,0.1175,nSEG,1,GNSS,-0.035163,0.0825,1.850684211,0.4125,1.131592105
M317,LAK+SFR,0.0001,1.00E-05,,0.25,0.035,0.054115,0.129,nSEG,1,GNSS,-0.035115,0.071,1.848157895,0.355,1.101578947
M318,LAK+SFR,0.0001,1.00E-05,,0.25,0.04,0.053573,0.1398,nSEG,1,GNSS,-0.034573,0.0602,1.819631579,0.301,1.060315789
M319,LAK+SFR,0.0001,1.00E-05,,0.25,0.05,0.05292,0.1558,nSEG,1,GNSS,-0.03392,0.0442,1.785263158,0.221,1.003131579
M320,LAK+SFR,0.0001,1.00E-05,,0.25,0.08,0.051933,0.2039,nSEG,1,GNSS,-0.032933,-0.0039,1.733315789,0.0195,0.876407895
M321,LAK+SFR,0.0001,1.00E-05,,0.5,0.03,0.054159,0.1112,nSEG,1,GNSS,-0.035159,0.0888,1.850473684,0.444,1.147236842
M322,LAK+SFR,0.0001,1.00E-05,,0.5,0.035,0.054105,0.122,nSEG,1,GNSS,-0.035105,0.078,1.847631579,0.39,1.118815789
M323,LAK+SFR,0.0001,1.00E-05,,0.5,0.04,0.053621,0.1323,nSEG,1,GNSS,-0.034621,0.0677,1.822157895,0.3385,1.080328947
M324,LAK+SFR,0.0001,1.00E-05,,0.5,0.05,0.053388,0.1511,nSEG,1,GNSS,-0.034388,0.0489,1.809894737,0.2445,1.027197368
M325,LAK+SFR,0.0001,1.00E-05,,0.5,0.08,0.052072,0.1933,nSEG,1,GNSS,-0.033072,0.0067,1.740631579,0.0335,0.887065789
M326,LAK+SFR,0.0001,5.50E-05,,-0.5,0.03,0.072771,0.1825,nSEG,1,GNSS,-0.053771,0.0175,2.830052632,0.0875,1.458776316
M327,LAK+SFR,0.0001,5.50E-05,,-0.5,0.035,0.07246,0.1997,nSEG,1,GNSS,-0.05346,0.0003,2.813684211,0.0015,1.407592105
M328,LAK+SFR,0.0001,5.50E-05,,-0.5,0.04,0.07202,0.2153,nSEG,1,GNSS,-0.05302,-0.0153,2.790526316,0.0765,1.433513158
M329,LAK+SFR,0.0001,5.50E-05,,-0.5,0.05,0.071614,0.2454,nSEG,1,GNSS,-0.052614,-0.0454,2.769157895,0.227,1.498078947
M330,LAK+SFR,0.0001,5.50E-05,,-0.5,0.08,0.070522,0.3229,nSEG,1,GNSS,-0.051522,-0.1229,2.711684211,0.6145,1.663092105
M331,LAK+SFR,0.0001,5.50E-05,,-0.25,0.03,0.073118,0.162,nSEG,1,GNSS,-0.054118,0.038,2.848315789,0.19,1.519157895
M332,LAK+SFR,0.0001,5.50E-05,,-0.25,0.035,0.072816,0.1773,nSEG,1,GNSS,-0.053816,0.0227,2.832421053,0.1135,1.472960526
M333,LAK+SFR,0.0001,5.50E-05,,-0.25,0.04,0.072585,0.1918,nSEG,1,GNSS,-0.053585,0.0082,2.820263158,0.041,1.430631579
